test_id,wp,section,description,decision,priorite_tri,role_ou_raison,confirmatory,mode,engine,required_datasets,technical_outcome,scientific_verdict,dataset_cible,cause_blocage,action,source_line
CL1-010,CL1,Mémoire distribuée du climat,Mesurer la part irréversible transférée entre compartiments.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,639
CL2-001,CL2,Diagnostic `D-H-L`,mesurer `D`,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,645
CL2-002,CL2,Diagnostic `D-H-L`,mesurer `H`,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,646
CL2-003,CL2,Diagnostic `D-H-L`,mesurer `L`,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,647
CL2-004,CL2,Diagnostic `D-H-L`,tester leur indépendance,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,648
CL2-005,CL2,Diagnostic `D-H-L`,quantifier les incertitudes,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_ensemble ; modern_climate_timeseries,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_ensemble ; modern_climate_timeseries.,649
CL2-006,CL2,Diagnostic `D-H-L`,comparer modèles et observations,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,650
CL2-007,CL2,Diagnostic `D-H-L`,identifier les cas où un terme est élevé et les deux autres faibles,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,651
CL2-008,CL2,Diagnostic `D-H-L`,publier les horizons temporels,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,human_review,modern_climate_dhl,modern_climate_timeseries,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,652
CL2-009,CL2,Diagnostic `D-H-L`,distinguer retour spontané et restauration active,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,653
CL2-010,CL2,Diagnostic `D-H-L`,mesurer le coût de restauration,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_dhl,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,654
CL3-001,CL3,Domaine des possibles climatiques,Définir `Pth` et `Pacc` pour chaque cas.,GARDER,P2,domaine des possibles / Pacc,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,658
CL3-002,CL3,Domaine des possibles climatiques,"Déclarer `T`, `C` et `ε`.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,659
CL3-003,CL3,Domaine des possibles climatiques,Cartographier les états climatiques accessibles.,GARDER,P3,domaine des possibles / Pacc,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,660
CL3-004,CL3,Domaine des possibles climatiques,Cartographier les chemins de récupération.,GARDER,P3,domaine des possibles / Pacc,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,661
CL3-005,CL3,Domaine des possibles climatiques,"mesurer les coûts énergétiques, temporels et matériels.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,662
CL3-006,CL3,Domaine des possibles climatiques,tester les changements après différentes trajectoires d’émissions.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,663
CL3-007,CL3,Domaine des possibles climatiques,comparer même réchauffement final avec vitesses et histoires différentes.,GARDER,P2,causalité / histoire / ablation,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,664
CL3-008,CL3,Domaine des possibles climatiques,tester les overshoots.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,665
CL3-009,CL3,Domaine des possibles climatiques,tester les interventions de restauration.,GARDER,P3,causalité / histoire / ablation,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,666
CL3-010,CL3,Domaine des possibles climatiques,distinguer bassin réduit et attracteur supprimé.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_pacc,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,667
CL4-001,CL4,Validation sur données et ensembles de modèles,Utiliser réanalyses et observations.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble ; modern_climate_timeseries,non_admissible_comme_preuve_empirique ; test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_ensemble ; modern_climate_timeseries.,671
CL4-002,CL4,Validation sur données et ensembles de modèles,Utiliser ensembles climatiques multi-modèles.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,672
CL4-003,CL4,Validation sur données et ensembles de modèles,Utiliser expériences idéalisées.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,673
CL4-004,CL4,Validation sur données et ensembles de modèles,Utiliser paléoclimats comme contraintes externes.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,674
CL4-005,CL4,Validation sur données et ensembles de modèles,Réserver des modèles entiers pour validation.,GARDER,P1,confirmatoire/préenregistré,True,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,675
CL4-006,CL4,Validation sur données et ensembles de modèles,Tester robustesse aux définitions de seuil.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,676
CL4-007,CL4,Validation sur données et ensembles de modèles,Tester robustesse aux scénarios.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,677
CL4-008,CL4,Validation sur données et ensembles de modèles,comparer aux cadres classiques de résilience.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,678
CL4-009,CL4,Validation sur données et ensembles de modèles,mesurer la valeur prédictive ajoutée d’ORI-C.,GARDER,P3,valeur prédictive,False,data_required,modern_climate_validation,modern_climate_ensemble,blocked,undetermined,modern_climate_ensemble,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : modern_climate_ensemble.,679
CL4-010,CL4,Validation sur données et ensembles de modèles,publier les cas où ORI-C ne change aucune conclusion.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,human_review,modern_climate_validation,modern_climate_ensemble,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,680
V1-001,V1,Préparation expérimentale,Geler le schéma des lignées.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,prebiotic_design,prebiotic_design,pass,undetermined,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,688
V1-002,V1,Préparation expérimentale,Vérifier le validateur sur données synthétiques positives et négatives.,VIRER,,"simulation/synthétique : garde-fou méthodologique, pas preuve externe",False,data_required,prebiotic_design,prebiotic_design,blocked,undetermined,prebiotic_design,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,689
V1-003,V1,Préparation expérimentale,Ajouter les incertitudes et limites de détection.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_design,prebiotic_design,blocked,undetermined,prebiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_design.,690
V1-004,V1,Préparation expérimentale,Définir les cycles et générations.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_design,prebiotic_design,pass,undetermined,,,Conserver ; ne promouvoir scientifiquement qu'avec criterion_id/seuil/verdict certifié.,691
V1-005,V1,Préparation expérimentale,"Définir les événements de fusion, division et disparition.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_design,prebiotic_design,blocked,undetermined,prebiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_design.,692
V1-006,V1,Préparation expérimentale,Définir les critères de transmission.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_design,prebiotic_design,blocked,undetermined,prebiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_design.,693
V1-007,V1,Préparation expérimentale,Définir les critères fonctionnels.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_design,prebiotic_design,blocked,undetermined,prebiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_design.,694
V1-008,V1,Préparation expérimentale,Préenregistrer les six conditions minimales.,GARDER,P1,confirmatoire/préenregistré,True,human_review,prebiotic_design,prebiotic_design,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,695
